link,title,post_day,price,street,locality,region,area,old_address
https://alonhadat.com.vn/ban-nha-lo-goc-2-mat-hem-xe-hoi-nguyen-thuong-hien-go-vap-3ty5-18646082.html,Bán nhà lô góc 2 mặt  hẻm xe hơi Nguyễn Thượng Hiền Gò Vấp 3ty1,2026-05-27,"Giá: 3,1 tỷ",Đường Nguyễn Thượng Hiền,Phường Hạnh Thông,Hồ Chí Minh,22 m²,"Đường Nguyễn Thượng Hiền, Phường 1, Quận Gò Vấp, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-goc-2-mat-tien-38-40-huynh-khuong-ninh-dt-22-3mx18m-cn-399m2-2t-gia-120-ty-18707774.html,"Bán nhà góc 2 Mặt tiền 38-40 Huỳnh Khương Ninh. DT: 22,3mx18m, CN: 399m2- 2T - Giá 120 tỷ",2026-05-26,Giá: 120 tỷ,Đường Huỳnh Khương Ninh,Phường Tân Định,Hồ Chí Minh,399 m²,"Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/chinh-chu-dinh-cu-can-ban-gap-nha-trung-tam-quan-10-5-tang-8pn-9wc-40tr-gia-chi-nhi-7x-18694719.html,chính chủ định cư cần bán gấp nhà trung tâm quận 10  5 tầng 8pn 9wc  40tr giá chỉ nhỉ 7x,2026-05-23,"Giá: 7,4 tỷ",Đường Hòa Hảo,Phường Diên Hồng,Hồ Chí Minh,40 m²,"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-cmt8-hem-4m-gan-cong-vien-le-thi-rieng-p6-tan-binh-18498603.html,bán nhà CMT8 hẻm 4m gần công viên lê thị riêng p6 tân bình,2026-05-23,"Giá: 6,7 tỷ",Đường Cách Mạng Tháng Tám,Phường Tân Hòa,Hồ Chí Minh,50 m²,"Đường Cách Mạng Tháng Tám, Phường 6, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-moi-dep-343-nguyen-trong-tuyen-chi-7x-p1-tan-binh-18617279.html,BÁN NHÀ MỚI ĐẸP 343/ NGUYỄN TRỌNG TUYỂN chỉ 7x P1 TÂN BÌNH,2026-05-23,"Giá: 7,5 tỷ",Đường Nguyễn Trọng Tuyển,Phường Tân Sơn Hòa,Hồ Chí Minh,48 m²,"Đường Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-rieng-hem-xe-hoi-4-tang-moi-dep-lung-linh-p14-binh-thanh-18269430.html,Bán nhà riêng hẻm xe hơi 4 tầng mới đẹp lung linh P14 Bình Thạnh,2026-05-23,"Giá: 8,9 tỷ",Đường Lê Quang Định,Phường Bình Thạnh,Hồ Chí Minh,50 m²,"Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/sieu-vi-tri-toa-nha-ham-10-tang-le-thanh-ton-q1-dt-4-4x21m-93m2-110-ty-250tr-thang-17891053.html,SIÊU VỊ TRÍ TÒA NHÀ HẦM 10 TẦNG LÊ THÁNH TÔN-Q1.DT:4.4X21M. 93M2. 110 TỶ 250tr/tháng,2026-05-27,Giá: 110 tỷ,Đường Lê Thánh Tôn,Phường Sài Gòn,Hồ Chí Minh,92 m²,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-biet-thu-khu-compound-284-nguyen-trong-tuyen-p10-phu-nhuan-7x25m-3-lau-sieu-dep-16693368.html,"Bán Biệt Thự Khu Compound 284 Nguyễn Trọng Tuyển p10 Phú Nhuận, 7x25m, 3 lầu siêu đẹp",2026-05-27,Giá: 45 tỷ,Đường Nguyễn Trọng Tuyển,Phường Phú Nhuận,Hồ Chí Minh,165 m²,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-moi-4-tang-o-to-dau-trong-nha-gan-song-sai-gon-van-phuc-city-khu-dan-cu-vip-17500753.html,Khu đồng bộ chuẩn sống - giá trị đầu tư cao ven sông Sài Gòn - Giá ưu đãi trong tháng,2026-05-27,"Giá: 7,9 tỷ",Quốc Lộ 13,Phường Hiệp Bình,Hồ Chí Minh,52 m²,"Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/hot-ban-nha-hem-vip-p-ben-thanh-nha-3-tang-thang-may-dt-100-m2-gia-dau-tu-chi-280tr-m2-18393459.html,"HOT BÁN NHÀ HẺM VIP P. Bến Thành. Nhà 3 tầng, thang máy, DT 100 m2,giá đầu tư chỉ 260tr m2",2026-05-27,"Giá: 26,5 tỷ",Đường Nguyễn Trãi,Phường Bến Thành,Hồ Chí Minh,100 m²,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/sieu-pham-ban-nha-3-mat-tien-duong-nguyen-trai-q1-4-2x24m-2-lau-thang-may-gia-28-5-ty-18610641.html,"siêu phẩm bán nhà 3 mặt tiền đường nguyễn trãi (Q1), 4.2x24m, 2 lầu thang máy, giá 26.5 tỷ",2026-05-27,"Giá: 26,5 tỷ",Đường Nguyễn Trãi,Phường Bến Thành,Hồ Chí Minh,100 m²,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-sieu-vip-khan-hiem-mt-vo-van-tan-gan-cao-thang-4-5x18m-5l-moi-tm-giam-49-ty-18666280.html,🔥Siêu VIP Khan Hiếm - MT Võ Văn Tần Gần Cao Thắng 4.6x18m 5L Mới TM Giảm 49 Tỷ,2026-05-27,Giá: 48 tỷ,Đường Võ Văn Tần,Phường Bàn Cờ,Hồ Chí Minh,78 m²,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/giam-sau-1-ty-cho-khach-mua-ngay-ban-nha-bach-dang-binh-thanh-chi-6-ty-260-64m2-shr--18712771.html,"GIẢM SÂU 1 TỶ CHO KHÁCH MUA NGAY-BÁN NHÀ BẠCH ĐẰNG, BÌNH THẠNH. CHỈ 6 TỶ 260/64M2, SHR!!!",2026-05-27,"Giá: 6,26 tỷ",Đường Bạch Đằng,Phường Bình Thạnh,Hồ Chí Minh,64 m²,"Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/toi-can-ban-nha-duong-so-45-quan-7-gia-4-33ty-66m2-5-5x12m-so-san-18643265.html,"TÔI CẦN BÁN NHÀ NGUYỄN THỊ THẬP,QUẬN 7-GIÁ:4.33TỶ/66M2 (5.5x12M) SỔ SẴN",2026-05-27,"Giá: 4,33 tỷ",Đường Nguyễn Thị Thập,Phường Tân Hưng,Hồ Chí Minh,66 m²,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-mt-xo-viet-nghe-tinh-binh-thanh-doan-2-chieu-12-1x66m-cn821m2-gia-149-ty-tl-18712682.html,"Bán nhà MT Xô Viết Nghệ Tĩnh, Bình Thạnh - Đoạn 2 chiều: 12,1x66m CN: 821m2, giá 149 tỷ TL",2026-05-27,Giá: 149 tỷ,Đường Xô Viết Nghệ Tĩnh,Phường Bình Thạnh,Hồ Chí Minh,821 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/co-hieu-can-ban-nha-nguyen-hien-quan-3-gia-5-56ty-59m2-5x11-8m-so-san-18712681.html,"CÔ HIẾU CẦN BÁN NHÀ NGUYỄN HIỀN,QUẬN 3-GIÁ:5.56TỶ/59M2 (5x11.8M) SỔ SẴN",2026-05-27,"Giá: 5,56 tỷ",Đường Nguyễn Hiền,Phường Xuân Hòa,Hồ Chí Minh,59 m²,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-ban-gap-nha-4-tang-ngang-5m-hxh-vip-khu-phan-lo-dong-bo-hiep-thanh-q12-5-6-ty-tl-18712658.html,"🏡 BÁN GẤP NHÀ 4 TẦNG – NGANG 5M – HXH VIP KHU PHÂN LÔ ĐỒNG BỘ HIỆP THÀNH, Q12 | 5.6 TỶ TL",2026-05-27,"Giá: 5,6 tỷ",Đường Hiệp Thành 13,Phường Tân Thới Hiệp,Hồ Chí Minh,50 m²,"Đường Hiệp Thành 13, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ngop-bank-mat-tien-calmette-quan-1-dt-8x20m-4-tang-vi-tri-dep-nhat-ngay-cho-ben-thanh--18361132.html,"Ngộp Bank! Mặt tiền Calmette, Quận 1-DT: 8x20m.4 Tầng-vị trí đẹp nhất- ngay chợ Bến Thành.",2026-05-27,Giá: 105 tỷ,Đường Calmette,Phường Sài Gòn,Hồ Chí Minh,158 m²,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/duy-nhat-le-thanh-ton-thu-khoa-huan-ngay-cua-bac-cho-ben-thanh-5m-dai-24m-vip-18455693.html,DUY NHẤT! LÊ THÁNH TÔN- THỦ KHOA HUÂN NGAY CỬA BẮC CHỢ BẾN THÀNH- 5M DÀI 24M! VIP,2026-05-27,Giá: 900 triệu / m²,Đường Thủ Khoa Huân,Phường Bến Thành,Hồ Chí Minh,120 m²,"Đường Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/toa-nha-mat-tien-ho-xuan-huong-p-6-quan-3-dt-12x22m-245m2-5-tang-gia-99-ty-khu-vip-18550108.html,"TÒA NHÀ MẶT TIỀN HỒ XUÂN HƯƠNG,P.6,QUẬN 3-DT:12X22M-245M2 -5 TẦNG-GIÁ:96 TỶ-KHU VIP",2026-05-27,Giá: 96 tỷ,Đường Hồ Xuân Hương,Phường Xuân Hòa,Hồ Chí Minh,500 m²,"Đường Hồ Xuân Hương, Phường Xuân Hòa, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/mat-tien-thuong-hieu-5-tang-thang-may-moi-100-dt-7x14m-gia-ban-32-ty-vi-tri-dep--18557442.html,Mặt tiền thương hiệu 5 tầng-Thang máy-Mới 100%-DT: 7x14m-Giá bán: 32 tỷ -Vị trí đẹp !,2026-05-27,Giá: 32 tỷ,Đường Đỗ Thị Lời,Phường Nhiêu Lộc,Hồ Chí Minh,450 m²,"Đường Đỗ Thị Lời, Phường 11, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/sieu-pham-mat-tien-ky-dong-14x15m-3-tang-hdt-150-trieu-thang-gia-65-ty-khu-sam-uat-vip--18603013.html,SIÊU PHẨM MẶT TIỀN KỲ ĐỒNG- 14X15M-3 TẦNG- HĐT:150 TRIỆU/THÁNG-GIÁ: 60 TỶ-KHU SẦM UẤT-VIP!,2026-05-27,Giá: 60 tỷ,Đường Kỳ Đồng,Phường Nhiêu Lộc,Hồ Chí Minh,300 m²,"Đường Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/sieu-pham-can-goc-2-mat-tien-cach-mang-thang-8-7-5-x-25-hdt-154-trieu-thang-gia-45-ty-tl-18708745.html,"SIÊU PHẨM CĂN GÓC 2 MẶT TIỀN CÁCH MẠNG THÁNG 8-7,5 X 25-HĐT: 154 TRIỆU/THÁNG-GIÁ:45 TỶ TL",2026-05-27,Giá: 45 tỷ,Đường Cách Mạng Tháng 8,Phường Nhiêu Lộc,Hồ Chí Minh,150 m²,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-hxh-8-met-duong-nguyen-binh-khiem-dt-13x15m-4-tang-gia-39-ty-hdt-100-trieu-thang--18050320.html,Nhà HXH 8 mét đường Nguyễn Đình Chiểu-DT:13x15m-4 tầng-Giá:39 tỷ-HĐT:100 triệu/tháng.,2026-05-27,Giá: 39 tỷ,Đường Nguyễn Đình Chiểu,Phường Tân Định,Hồ Chí Minh,170 m²,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-can-goc-2mt-duong-tan-cang-p25-binh-thanh-4-5x17m-2-tang-chi-tieu-xd-ham-7-tang-18546559.html,"Bán căn góc 2MT đường Tân Cảng p25 Bình Thạnh, 4.5x17m, 2 Tầng. Chỉ Tiêu XD Hầm 7 Tầng",2026-05-27,Giá: 15 tỷ,Đường Tân Cảng,Phường Thạnh Mỹ Tây,Hồ Chí Minh,75 m²,"Đường Tân Cảng, Phường 25, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-4-tang-hxh-8m-dong-den-tan-binh-4-3x18-vuong-vuc-hdt-500tr-nam-gia-11-5-ty-18708471.html,"Bán nhà 4 tầng, HXH 8m Đồng Đen Tân Bình, 4.3x18, vuông vức, HĐT 500tr/ năm, Giá: 11,5 tỷ",2026-05-27,"Giá: 11,5 tỷ",Đường Đồng Đen,Phường Bảy Hiền,Hồ Chí Minh,80 m²,"Đường Đồng Đen, Phường 11, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ket-tien-can-ban-nha-nguyen-khac-nhu-quan-1-gia-6-88ty-60m2-6x10m--18712483.html,"KẸT TIỀN CẦN BÁN NHÀ NGUYỄN KHẮC NHU,QUẬN 1-GIÁ:6.88TỶ/60M2 (6x10M)",2026-05-27,"Giá: 6,88 tỷ",Đường Nguyễn Khắc Nhu,Phường Bến Thành,Hồ Chí Minh,60 m²,"Đường Nguyễn Khắc Nhu, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-mat-tien-bach-van-p5-quan-5-ngay-cho-hoa-binh-dt-4-6x18m-2-tang-gia-23-ty-con-tl-18712433.html,"Bán nhà mặt tiền Bạch Vân P5 Quận 5 ngay chợ Hoà Bình DT 4,6x18m 2 tầng giá 23 tỷ còn TL",2026-05-27,Giá: 23 tỷ,Đường Bạch Vân,Phường Chợ Quán,Hồ Chí Minh,72 m²,"Đường Bạch Vân, Phường Chợ Quán, Quận 5, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/xoay-tien-ban-gap-nha-tran-binh-trong-quan-5-gia-5-1ty-88m2-so-chinh-chu-dang-cho-thue-35t-18712411.html,"XOAY TIỀN BÁN GẤP NHÀ TRẦN BÌNH TRỌNG,QUẬN 5.GIÁ:5,1Tỷ/88m2.SỔ CHÍNH CHỦ.ĐANG CHO THUÊ 35T",2026-05-27,"Giá: 5,1 tỷ",Đường Trần Bình Trọng,Phường Chợ Quán,Hồ Chí Minh,88 m²,"Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ngay-truong-dua-phu-tho-nha-ton-that-hiep-q11-gia-5-25-ty-72-5m2-5x14-5-tin-chuan-18712354.html,"ngay TRƯỜNG ĐUA PHÚ THỌ - nhà Tôn Thất Hiệp, Q11. Giá 5,25 Tỷ/ 72,5m2(5x14,5) TIN CHUẨN",2026-05-27,"Giá: 5,25 tỷ",Đường Tôn Thất Hiệp,Phường Phú Thọ,Hồ Chí Minh,73 m²,"Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-co-viec-can-ban-gap-can-nha-c4-tan-phu-trung-cu-chi-85m2-gia-750-trieu-shr-18532195.html,Nhà có việc cần bán gấp căn nhà c4 Tân Phú Trung Củ Chi 85m2 giá 750 triệu SHR,2026-05-27,Giá: 750 triệu,Đường Giồng Cát,Xã Củ Chi,Hồ Chí Minh,86 m²,"Đường Giồng Cát, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-gap-can-nha-c4-112m2-so-hong-rieng-tan-an-hoi-cu-chi-810-trieu-18532745.html,Bán gấp căn nhà c4 112m2 sổ hồng riêng Tân An Hội Củ Chi 810 triệu,2026-05-27,Giá: 810 triệu,Đường Nguyễn Thị Rành,Xã Tân An Hội,Hồ Chí Minh,117 m²,"Đường Nguyễn Thị Rành, Xã Tân An Hội, Huyện Củ Chi, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/co-tuoi-ban-nha-huynh-khuong-ninh-quan-1-gia-6ty690-6mx14m-3lau-ban-cong-cho-thue-34trieu-18711614.html,"CÔ TƯƠI BÁN NHÀ HUỲNH KHƯƠNG NINH,QUẬN 1. GIÁ:6TỶ690/6mx14m.3LẦU BAN CÔNG.CHO THUÊ 34TRIỆU",2026-05-27,"Giá: 6,69 tỷ",Đường Huỳnh Khương Ninh,Phường Tân Định,Hồ Chí Minh,84 m²,"Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/gia-re-nhat-ban-nha-to-hien-thanh-quan-10-gia-4ty350-68-9m2-1tret-3lau-so-sach-hoan-cong-18711400.html,"GIÁ RẺ NHẤT BÁN NHÀ TÔ HIẾN THÀNH, QUẬN 10. GIÁ:4TỶ350/68,9m2.1TRỆT,3LẦU.SỔ SẠCH HOÀN CÔNG",2026-05-27,"Giá: 4,35 tỷ",Đường Tô Hiến Thành,Phường Diên Hồng,Hồ Chí Minh,68 m²,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/gan-bv-an-sinh-ban-nha-huynh-van-banh-phu-nhuan-gia-4-ty-480-4-2x15-5-74-3m2-chuan-18711173.html,"GẦN BV AN SINH - BÁN NHÀ HUỲNH VĂN BÁNH, PHÚ NHUẬN. GIÁ 4 Tỷ 480/ 4,2x15,5 (74,3m2) CHUẨN",2026-05-27,"Giá: 4,48 tỷ",Đường Huỳnh Văn Bánh,Phường Phú Nhuận,Hồ Chí Minh,74 m²,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-198m2-9-2m-x-21m-phong-phu-binh-chanh-cach-ben-xe-quan-8-chi-4km-18710644.html,"Bán nhà 198m2 (9,2m x 21m) Phong Phú, Bình Chánh. Cách bến xe quận 8 chỉ 4km",2026-05-27,"Giá: 6,2 tỷ",Đường Trịnh Quang Nghị,Xã Bình Hưng,Hồ Chí Minh,198 m²,"Đường Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/toi-can-ban-nha-hoang-du-khuong-quan-10-gia-5-45ty-63m2-4-5x14m-so-san-18710637.html,"CẦN BÁN NHÀ HOÀNG DƯ KHƯƠNG,QUẬN 10-GIÁ:5.45TỶ/63M2 (4.5x14M) SỔ SẴN",2026-05-27,"Giá: 5,45 tỷ",Đường Hoàng Dư Khương,Phường Hòa Hưng,Hồ Chí Minh,63 m²,"Đường Hoàng Dư Khương, Phường Hòa Hưng, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/can-ban-toa-nha-25-chdv-thong-nhat-gv-gan-san-bay-tttm-vincome-nha-moi-xay-2025-18275785.html,Cần bán toà nhà 25 CHDV Thông nhất GV. gần sân bay. TTTM vincome Nhà mới xây 2025,2026-05-27,"Giá: 20,5 tỷ",Đường Thống Nhất,Phường Gò Vấp,Hồ Chí Minh,182 m²,"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/don-song-ha-tang-sat-bo-ke-tham-luong-mat-tien-duong-so-1-rong-12m-18631436.html,Đón sóng hạ tầng - sát bờ kè Tham lương- Mặt tiền đường số 1 rộng 12m,2026-05-27,"Giá: 9,9 tỷ",Đường Số 1,Phường An Hội Đông,Hồ Chí Minh,100 m²,"Đường Số 1, Phường An Hội Đông, Quận Gò Vấp, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-ban-dat-xay-chdv-phan-van-tri-binh-thanh-cach-mat-tien-30m-gpxd-4-tang-18701758.html,"🌟 Bán đất xây CHDV Phan Văn Trị, Bình Thạnh - Cách mặt tiền 30m - GPXD 4 tầng",2026-05-27,"Giá: 8,29 tỷ",Đường Phan Văn Trị,Phường Bình Thạnh,Hồ Chí Minh,83 m²,"Đường Phan Văn Trị, Phường Bình Thạnh, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-ban-nha-dep-hem-4m-au-co-tan-binh-khu-dan-cu-yen-tinh-nha-moi-dep-don-vao-o-nga-18694282.html,🏡 BÁN NHÀ ĐẸP HẺM 4M ÂU CƠ – TÂN BÌNH,2026-05-27,"Giá: 8,3 tỷ",Đường Âu Cơ,Phường Tân Hòa,Hồ Chí Minh,55 m²,"Đường Âu Cơ, Phường 9, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/hoa-hong-200tr-chinh-chu-ban-nha-mat-tien-294-phan-van-tri-quan-binh-thanh-cu-18364403.html,Giảm 1 tỷ bán gấp 294 Phan Văn Trị Quận Bình Thạnh 63m2 3 lầu st 6 phòng,2026-05-26,"Giá: 11,6 tỷ",Đường Phan Văn Trị,Phường Bình Lợi Trung,Hồ Chí Minh,63 m²,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/le-van-viet-tp-thu-duc-nha-dep-3-tang-hem-xe-hoi-5m-18692086.html,"LÊ VĂN VIỆT, TP THỦ ĐỨC - NHÀ ĐẸP 3 TẦNG – HẺM XE HƠI 5M",2026-05-26,Giá: 6 tỷ,Đường Lê Văn Việt,Phường Long Bình,Hồ Chí Minh,66 m²,"Đường Lê Văn Việt, Phường Long Bình, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
