property_type,legal_status,num_floors,num_bedrooms,road_width_m,width_m,length_m,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,locality_square,locality_population_density,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,perimeter_m,shape_ratio,area_x_floors,area_x_bedrooms,area_per_bedroom,distance_vs_area,log_area,log_distance_to_center,log_population_density,location_score,amenity_score,interaction_loc_amenity,nearby_amenities,nearest_metro_km_missing,nearest_mall_km_missing,nearest_supermarket_km_missing,width_m_missing,length_m_missing
1,1,2.0,4.0,5.0,5.0,16.8,81.0,0,0,0,0,,49.645,3.014593454140083,0.3241044718172312,169.0,0.3112080841955486,82.0,0.159361009708267,44.0,0.7452963371051138,87.0,1.0997159326303276,20.0,0.1351310290030301,57.0,2.2897201696442395,43.6,0.301775147928994,162.0,324.0,16.2,0.036763334806586376,4.406719247264253,1.3899360855197553,3.9248405091387606,32.51261658720871,419.0,13622.78635004045,459.0,0,0,0,0,0
1,1,3.0,4.0,8.0,6.0,13.4,80.0,1,1,1,1,,39.45,1.8341731692460648,0.1037729567112353,143.0,0.3167659159924683,74.0,0.2917832726058462,27.0,0.1248165769533943,100.0,1.4754329743928578,13.0,0.1220474644889992,50.0,2.0311407966409747,38.8,0.45185185185185184,240.0,320.0,16.0,0.0226441132005687,4.394449154672439,1.041750243581685,3.700066643504501,36.07772686521239,380.0,13709.536208780708,407.0,0,0,0,0,0
1,1,6.0,10.0,20.0,4.0,18.0,69.0,1,1,1,1,,49.209,2.4556959745761966,0.3459743034941879,179.0,0.0153283944002021,91.0,0.5085132998948451,47.0,0.339885480764521,99.0,0.5212950285564317,20.0,0.106431556512389,75.0,1.7626609538487792,44.0,0.22651933701657453,414.0,690.0,6.2727272727272725,0.035081371065374234,4.248495242049359,1.2400238767528062,3.9161942934969565,38.2787818816682,454.5,17397.706365218197,511.0,0,0,0,0,0
1,1,2.0,5.0,8.0,5.0,16.0,74.0,1,1,1,1,,38.239,5.46912316211403,0.1755650750818743,64.0,0.5239478647461463,29.0,0.2455413210050974,9.0,0.5342557500688416,21.0,0.5562563546935235,7.0,0.1171643981009367,51.0,4.531780440683517,42.0,0.31677018633540366,148.0,370.0,12.333333333333334,0.0729216421615204,4.31748811353631,1.8670405756986723,3.6696711501726385,32.11996312933169,142.5,4577.094745929765,181.0,0,0,0,0,0
1,1,3.0,6.0,7.0,5.2,13.0,68.0,0,0,0,0,,63.563,5.296094010010538,0.3293909178795859,190.0,0.7484597010440791,73.0,0.3425126883551349,36.0,0.6680584419698719,40.0,2.0515685369722894,3.0,0.2067801056731984,29.0,5.088364417881627,36.4,0.40458015267175573,204.0,408.0,9.714285714285714,0.07675498565232663,4.23410650459726,1.8399294427079675,4.1676414912835575,26.315918207077274,345.5,9092.1497405452,371.0,0,0,0,0,0
1,1,4.0,4.0,6.0,6.7,14.0,93.0,0,0,0,0,,15.468,0.6277042037044096,0.4752517013792162,114.0,0.3183914802084917,68.0,0.915369003541698,22.0,0.3312733645976148,97.0,0.690744449731313,15.0,0.0895344751277696,68.0,0.3523202858879943,41.4,0.48226950354609927,372.0,372.0,18.6,0.006677704294727762,4.543294782270004,0.4871705580159061,2.801419103907658,39.74705633459983,343.0,13633.240322767742,384.0,0,0,0,0,0
1,1,5.0,6.0,30.0,6.0,11.0,66.0,1,1,1,1,,68.299,1.4236699663337584,0.1008944875666734,173.0,0.3035788053231241,86.0,0.4773062638854318,46.0,0.3947019809617943,113.0,0.604291039900539,18.0,0.0891303616822696,90.0,1.0394068894087325,34.0,0.5495495495495495,330.0,396.0,9.428571428571429,0.021248805467668035,4.204692619390966,0.8852829064348997,4.238430476077314,39.61729972155168,451.0,17867.402174419807,526.0,0,0,0,0,0
1,1,2.0,4.0,6.0,5.0,11.6,58.0,0,0,0,0,,17.995,3.764312728013464,0.2360260451499563,97.0,0.4736105969004009,67.0,0.3171627427461208,16.0,0.1859919409307253,56.0,1.4402946693934526,5.0,0.1990206872568495,36.0,3.153107751463492,33.2,0.4358974358974359,116.0,232.0,11.6,0.063801910644296,4.07753744390572,1.5611532933380483,2.944175786639589,30.610489520398154,263.5,8065.863988624914,277.0,0,0,0,0,0
1,1,3.0,5.0,6.0,8.0,20.0,160.0,0,0,1,1,,39.45,1.8341731692460648,0.1037729567112353,143.0,0.3167659159924683,74.0,0.2917832726058462,27.0,0.1248165769533943,100.0,1.4754329743928578,13.0,0.1220474644889992,50.0,2.0311407966409747,56.0,0.4029850746268656,480.0,800.0,26.666666666666668,0.011392379933205372,5.081404364984463,1.041750243581685,3.700066643504501,36.07772686521239,380.0,13709.536208780708,407.0,0,0,0,0,0
1,0,4.0,4.0,6.0,4.0,15.0,52.0,1,1,1,1,,13.469,9.34716233130603,0.1521961750599395,23.0,1.4315280024821837,8.0,0.5794223263858904,3.0,1.240924772029185,6.0,3.386619312596045,0.0,0.0454686379845107,14.0,5.088364417881627,38.0,0.271523178807947,208.0,208.0,10.4,0.1763615534208685,3.970291913552122,2.336712311231363,2.6720084297549445,23.400133760178683,41.0,959.405484167326,54.0,0,0,0,0,0
1,1,2.0,2.0,12.0,4.2,24.0,100.0,1,1,0,1,,34.553,9.610839906253789,0.0506350961840065,59.0,1.988654967421979,9.0,0.5851174066101005,6.0,0.9285346601064232,7.0,3.024858762472106,1.0,0.1791539231086523,31.0,5.088364417881627,56.4,0.1784232365145228,200.0,200.0,33.333333333333336,0.09515683075498801,4.61512051684126,2.361876111250898,3.5710245408744212,23.66548307046387,81.5,1928.7368702428055,113.0,0,0,0,0,0
1,1,3.0,4.0,6.0,4.0,20.0,80.0,0,0,1,1,,17.995,4.008093297011413,0.2680465501888464,102.0,0.1475899400406389,67.0,0.8599180478435137,18.0,0.4467751131948497,53.0,1.3099252885889177,6.0,0.2719928824366653,22.0,3.341878836737862,48.0,0.20398009950248752,240.0,320.0,16.0,0.0494826332964372,4.394449154672439,1.6110552632191995,2.944175786639589,33.22276984037292,267.5,8887.090932299756,268.0,0,0,0,0,0
1,1,4.0,5.0,5.0,4.0,18.0,72.0,0,0,0,0,,39.45,1.8341731692460648,0.1037729567112353,143.0,0.3167659159924683,74.0,0.2917832726058462,27.0,0.1248165769533943,100.0,1.4754329743928578,13.0,0.1220474644889992,50.0,2.0311407966409747,44.0,0.22651933701657453,288.0,360.0,12.0,0.02512565985268582,4.290459441148391,1.041750243581685,3.700066643504501,36.07772686521239,380.0,13709.536208780708,407.0,0,0,0,0,0
1,1,3.0,4.0,6.0,4.0,14.0,56.0,0,0,1,1,,71.502,4.900812964372645,0.1332499124197248,216.0,0.4897450459678438,78.0,0.3167636023806358,56.0,0.3748269937301162,34.0,0.8098316786329234,9.0,0.1345209311638022,69.0,4.396130561461806,36.0,0.2907801418439716,168.0,224.0,11.2,0.08597917481355517,4.04305126783455,1.7750901319910597,4.283614147687033,32.219844567261724,385.0,12404.640158395763,462.0,0,0,0,0,0
1,1,5.0,4.0,7.0,4.0,16.0,64.0,0,0,0,0,,50.938,5.211147240599507,0.0448837526808615,192.0,0.1352890741280146,76.0,0.3130113778004277,51.0,0.4491916881533389,30.0,0.4629546328544709,9.0,0.050319660745991,68.0,4.607163360677046,40.0,0.2546583850931677,320.0,256.0,12.8,0.08017149600922319,4.174387269895637,1.82634561972018,3.9500506995248035,37.62365686675918,354.0,13318.774530832748,426.0,0,0,0,0,0
1,1,2.0,4.0,5.0,5.5,13.0,71.0,0,0,0,0,,71.502,6.347405962345484,0.2897405349640682,193.0,0.4641694033834687,67.0,0.534930568813806,44.0,0.8095463326053062,28.0,0.9979682168216238,5.0,0.0696003370800699,70.0,5.088364417881627,37.0,0.42748091603053434,142.0,284.0,14.2,0.08815841614368729,4.276666119016055,1.9943473206370605,4.283614147687033,29.602096182288854,331.5,9813.094884428756,407.0,0,0,0,0,0
1,1,3.0,4.0,5.0,4.3,15.0,65.0,0,0,0,0,,40.663,4.177717404417766,0.1321456498930087,217.0,0.6222421286803709,83.0,0.0770050538488039,55.0,0.1406451216433702,58.0,0.7120967895816094,8.0,0.1383351558074551,65.0,3.732512409760755,38.6,0.2913907284768212,195.0,260.0,13.0,0.06329874855178434,4.189654742026425,1.6443643036364122,3.729613444761964,32.19913781602492,415.5,13378.741762558355,486.0,0,0,0,0,0
1,1,3.0,3.0,6.0,4.5,13.0,59.0,0,0,0,0,,21.831,1.3842360927551391,0.1362858508209465,177.0,0.392725688709276,81.0,0.8309996539468081,44.0,0.306041499917031,114.0,0.4875412983036777,17.0,0.0903504268932904,90.0,1.56192760975934,35.0,0.3511450381679389,177.0,177.0,14.75,0.023070601545918987,4.0943445622221,0.8688787764956868,3.1281192615973166,39.082084310416306,446.5,17450.15064460088,523.0,0,0,0,0,0
1,1,5.0,4.0,7.0,5.0,10.0,50.0,0,0,0,0,,50.946,2.44074910241188,0.0989473603816921,142.0,0.6077150908310768,62.0,0.6173297645718273,20.0,0.3290326866051206,74.0,2.0832634559367755,11.0,0.5346105379488431,35.0,2.4962462509231447,30.0,0.504950495049505,250.0,200.0,10.0,0.047857825537487846,3.9318256327243257,1.2356892100075676,3.9502047174681985,32.03544115950014,331.0,10603.731023794546,344.0,0,0,0,0,0
1,1,4.0,5.0,6.0,4.5,11.0,61.0,0,0,0,0,,50.938,6.077058645332947,0.2294300757931321,185.0,0.9952754727271408,68.0,0.3113409291917248,43.0,0.919397073400981,25.0,0.5028735528918428,5.0,0.0862327276241671,72.0,5.088364417881627,31.0,0.4144144144144144,244.0,305.0,10.166666666666666,0.09801707492472496,4.127134385045092,1.9568583758097644,3.9500506995248035,29.198486705413874,322.0,9401.912719143267,398.0,0,0,0,0,0
1,1,4.0,4.0,6.0,4.8,13.0,62.0,0,0,0,0,,81.309,3.2419722128438297,0.3010820874778004,222.0,0.2811142836074399,87.0,0.2622385558569263,54.0,0.3931772678968423,92.0,0.3926340325942063,11.0,0.1032738006671135,74.0,2.789766515743807,35.6,0.3740458015267175,248.0,248.0,12.4,0.0514598763943465,4.143134726391533,1.4450283056363191,4.410480457718672,35.132847962004156,466.5,16389.47357427494,540.0,0,0,0,0,0
1,1,5.0,7.0,7.0,4.5,16.0,72.0,0,0,0,0,,39.45,1.8341731692460648,0.1037729567112353,143.0,0.3167659159924683,74.0,0.2917832726058462,27.0,0.1248165769533943,100.0,1.4754329743928578,13.0,0.1220474644889992,50.0,2.0311407966409747,41.0,0.28571428571428564,360.0,504.0,9.0,0.02512565985268582,4.290459441148391,1.041750243581685,3.700066643504501,36.07772686521239,380.0,13709.536208780708,407.0,0,0,0,0,0
1,1,3.0,5.0,12.0,5.0,18.0,90.0,1,1,1,1,,5.021,3.808504175625029,0.6561629916851701,62.0,0.9356213880345662,21.0,0.452628431051221,11.0,0.7671058558033097,31.0,0.7439168201610871,5.0,0.1672563295946353,34.0,0.6992062452147358,46.0,0.2817679558011049,270.0,450.0,15.0,0.04185169423763768,4.51085950651685,1.5703860535541398,1.7952533584823107,26.700045042338076,134.5,3591.1560581944714,164.0,0,0,0,0,0
1,1,3.0,4.0,10.0,4.8,15.0,72.0,1,1,1,1,,24.485,4.557522107814423,0.121901450034046,142.0,0.372705061912835,75.0,0.3350057555399626,22.0,0.3298346011531585,36.0,1.3075347650339313,6.0,0.0442449261389241,36.0,4.652140728918879,39.6,0.32450331125827814,216.0,288.0,14.4,0.062431809696087984,4.290459441148391,1.7151523448625934,3.238090043792005,32.22984274575699,302.5,9749.52743059149,317.0,0,0,0,0,0
1,1,2.0,4.0,8.0,5.0,13.5,69.0,1,1,1,1,,61.537,4.026724431346135,0.3348518767934108,185.0,0.1206216999491234,82.0,0.3535785015118317,47.0,0.3702015098094646,64.0,0.3730010744757793,12.0,0.1300514843720099,91.0,3.382741978802192,37.0,0.375,138.0,276.0,13.8,0.05752463473351621,4.248495242049359,1.6147685654927808,4.135758381579484,35.884678515143655,396.0,14210.332691996888,481.0,0,0,0,0,0
1,1,3.0,5.0,6.0,4.0,15.5,62.0,1,1,1,1,,70.733,6.540488853472936,0.1718143894222034,191.0,0.9541079269963604,72.0,0.3139787976532066,42.0,1.2813304185728671,32.0,2.0323726675555256,4.0,0.0360656132285069,44.0,5.088364417881627,39.0,0.26282051282051283,186.0,310.0,10.333333333333334,0.1038172833884593,4.143134726391533,2.020287014596296,4.272950892768574,26.42689461437294,339.0,8958.717274272427,385.0,0,0,0,0,0
1,1,2.0,3.0,6.0,4.0,17.0,68.0,0,0,0,0,,38.042,3.067975386545508,0.1536564277820822,117.0,0.3253671289426457,47.0,0.3173412790612379,16.0,0.127429078630904,61.0,3.0678526059733926,0.0,0.1082694455382833,47.0,2.0800873263501067,42.0,0.239766081871345,136.0,204.0,17.0,0.04446341139921026,4.23410650459726,1.4031454276629718,3.664637989740902,31.694506866496983,248.5,7876.0849563245,288.0,0,0,0,0,0
1,0,1.0,1.0,20.0,15.0,20.0,305.0,0,0,0,0,,3.494,8.107863130958895,0.6000846300525993,21.0,1.524086996049615,5.0,0.4037055825764102,6.0,0.4111098762258814,7.0,2.259969133675176,1.0,0.1253466986572062,12.0,4.775883638944245,70.0,0.7512437810945273,305.0,305.0,152.5,0.026496284741695738,5.723585101952381,2.209138120745465,1.5027431737631374,20.580665483502614,37.5,771.774955631348,52.0,0,0,0,0,0
1,1,1.0,2.0,10.0,4.4,9.0,30.0,0,0,0,0,,26.64,8.595145019539816,0.1198474119911748,104.0,1.104027598947022,36.0,0.4323543620325993,28.0,0.6969444739246097,12.0,1.782333534947693,2.0,0.260871328681729,35.0,5.088364417881627,26.8,0.4945054945054945,30.0,60.0,10.0,0.2772627425658005,3.4339872044851463,2.2612572434194242,3.319263998899469,26.202358946162846,174.0,4559.210456632335,217.0,0,0,0,0,0
1,1,1.0,1.0,20.0,9.39,35.46325878594249,333.0,0,0,0,0,,5.665,7.48932886994524,0.6448315462720459,43.0,0.2380804425885271,37.0,2.021535451378851,9.0,1.92248837215138,5.0,1.961152241436052,3.0,0.1549795339773221,18.0,5.088364417881627,89.70651757188499,0.2668484363910774,333.0,333.0,166.5,0.022423140329177364,5.811140992976701,2.1388099477222666,1.896869953630672,26.9679669198473,109.5,2952.9923777232793,115.0,0,0,0,0,0
1,1,3.0,8.0,12.0,5.0,30.0,165.0,1,1,1,1,,31.76,10.106378930036408,0.352938255959884,60.0,2.2960741624167174,9.0,1.4267129839212858,4.0,0.4319609580415191,9.0,3.5898742968906325,0.0,0.4141954568032266,27.0,5.088364417881627,70.0,0.16943521594684383,495.0,1320.0,18.333333333333332,0.060881800783351855,5.111987788356544,2.407519621635562,3.4892082589848687,19.61732477464497,82.5,1618.42929390821,109.0,0,0,0,0,0
1,1,2.0,4.0,15.0,7.8,20.0,156.0,0,0,0,0,,42.157,6.35429173474454,0.1750195304360008,153.0,0.5225105240070275,61.0,0.45950139405485,28.0,0.4906634202464263,27.0,1.753596535716645,2.0,0.0941272756655079,48.0,5.088364417881627,55.6,0.3930348258706467,312.0,624.0,31.2,0.04047319576270408,5.056245805348308,1.995284052304985,3.7648446291696365,28.969008498134475,275.5,7980.961841236048,319.0,0,0,0,0,0
1,0,5.0,8.0,16.0,4.5,26.0,120.0,1,1,1,1,,7.631,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,5.088364417881627,61.0,0.17624521072796934,600.0,960.0,13.333333333333334,0.07033993451570833,4.795790545596741,2.2524629101035147,2.1553603732375204,20.722711834064782,127.5,2642.1457588432595,145.0,0,0,0,0,0
1,1,3.0,4.0,30.0,3.5,12.0,42.0,0,0,0,0,,68.299,1.4236699663337584,0.1008944875666734,173.0,0.3035788053231241,86.0,0.4773062638854318,46.0,0.3947019809617943,113.0,0.604291039900539,18.0,0.0891303616822696,90.0,1.0394068894087325,31.0,0.2975206611570248,126.0,168.0,8.4,0.03310860386822694,3.7612001156935624,0.8852829064348997,4.238430476077314,39.61729972155168,451.0,17867.402174419807,526.0,0,0,0,0,0
1,1,2.0,4.0,13.0,4.2,10.5,45.0,1,1,1,1,,36.951,6.834442705304491,0.2985284745369557,164.0,0.5429098623252844,61.0,0.4097508548051484,32.0,0.4443571518877237,33.0,3.0527421931343577,0.0,0.0495025649011573,46.0,5.088364417881627,29.4,0.4056603773584906,90.0,180.0,9.0,0.14857484141966285,3.828641396489095,2.058529744408326,3.6362958539556045,26.293722313385334,288.5,7585.738887411669,336.0,0,0,0,0,0
1,0,4.0,6.0,14.0,4.47213595499958,13.416407864998735,60.0,1,1,1,1,,38.239,5.46912316211403,0.1755650750818743,64.0,0.5239478647461463,29.0,0.2455413210050974,9.0,0.5342557500688416,21.0,0.5562563546935235,7.0,0.1171643981009367,51.0,4.531780440683517,35.77708763999663,0.3382656102616808,240.0,360.0,8.571428571428571,0.08965775675596771,4.110873864173311,1.8670405756986723,3.6696711501726385,32.11996312933169,142.5,4577.094745929765,181.0,0,0,0,0,0
1,1,3.0,2.0,10.0,4.83045891539648,14.491376746189438,70.0,1,1,1,1,,23.097,10.035873377548295,0.1202792003391393,62.0,0.7940570555249221,15.0,0.5785627489676628,14.0,0.4205129244284443,25.0,2.799053811152463,1.0,0.0417572740637905,37.0,5.088364417881627,38.64367132317184,0.33790224193094576,210.0,140.0,23.333333333333332,0.1413503292612436,4.2626798770413155,2.4011511827071494,3.182087351420365,26.194963403743472,111.5,2920.7384195173972,154.0,0,0,0,0,0
1,1,5.0,5.0,20.0,3.8,10.0,36.0,0,0,0,0,,71.502,6.347405962345484,0.2897405349640682,193.0,0.4641694033834687,67.0,0.534930568813806,44.0,0.8095463326053062,28.0,0.9979682168216238,5.0,0.0696003370800699,70.0,5.088364417881627,27.6,0.38613861386138615,180.0,180.0,6.0,0.1715515124958239,3.6109179126442243,1.9943473206370605,4.283614147687033,29.602096182288854,331.5,9813.094884428756,407.0,0,0,0,0,0
1,1,5.0,5.0,30.0,4.0,14.0,55.0,0,0,0,0,,61.537,3.697926043243007,0.1718438296278109,193.0,0.0808248175898799,81.0,0.0685624175584255,51.0,0.0700867890565216,70.0,0.0913558508966055,13.0,0.1041175126627032,91.0,3.0810228719302075,36.0,0.2907801418439716,275.0,275.0,9.166666666666666,0.06603439362933941,4.02535169073515,1.5471211439338008,4.135758381579484,40.098742124212436,410.5,16460.533641989205,499.0,0,0,0,0,0
1,1,7.0,14.0,20.0,11.0,20.0,220.0,1,1,1,1,,45.633,2.1822596604592133,0.1711869088091718,99.0,1.4231773041651654,47.0,0.3601758043190207,17.0,0.3160654149244814,56.0,2.343508123557825,12.0,0.0265506988051478,43.0,0.6903391017798891,62.0,0.5522388059701492,1540.0,3080.0,14.666666666666666,0.0098744781016254,5.3981627015177525,1.157591529496131,3.8423084450149485,28.273452770887396,249.5,7054.226466336405,274.0,0,0,0,0,0
1,1,5.0,6.0,3.0,5.5,15.0,80.0,1,1,1,1,,31.76,9.9193041191287,0.0447049768024632,62.0,2.1702782347422387,9.0,0.6533975509460673,9.0,0.1618420502101994,15.0,3.959198285045436,0.0,0.0882281879422681,31.0,5.088364417881627,41.0,0.3708609271523179,400.0,480.0,11.428571428571429,0.12246054468060123,4.394449154672439,2.3905322429316977,3.4892082589848687,22.93763998389096,90.5,2075.856418542132,126.0,0,0,0,0,0
1,1,4.0,4.0,12.0,5.0,13.0,65.0,0,0,0,0,,51.515,2.555122100836077,0.2298394187696702,205.0,0.4407018928712138,85.0,0.3518938209246376,47.0,0.2930037730618011,108.0,0.8330653769317901,16.0,0.1440798145827994,55.0,2.5315941085926017,36.0,0.3893129770992366,260.0,260.0,13.0,0.03871397122478905,4.189654742026425,1.2683894088921306,3.9610988430747387,33.689334688674556,472.5,15918.210640398727,516.0,0,0,0,0,0
1,1,2.0,3.0,6.0,4.5,15.0,67.0,1,1,1,0,,38.239,5.46912316211403,0.1755650750818743,64.0,0.5239478647461463,29.0,0.2455413210050974,9.0,0.5342557500688416,21.0,0.5562563546935235,7.0,0.1171643981009367,51.0,4.531780440683517,39.0,0.304635761589404,134.0,201.0,16.75,0.08042828179579456,4.219507705176107,1.8670405756986723,3.6696711501726385,32.11996312933169,142.5,4577.094745929765,181.0,0,0,0,0,0
1,1,2.0,4.0,15.0,4.0,15.0,66.0,0,0,0,0,,51.515,2.9847876645976847,0.2172206277002377,196.0,0.5496201087659982,86.0,0.5212756588833494,39.0,0.0851074392933488,84.0,1.2196991444370473,8.0,0.3633523318916373,39.0,2.980009421216706,38.0,0.271523178807947,132.0,264.0,13.2,0.044549069620860964,4.204692619390966,1.3824840271582335,3.9610988430747387,31.527151100062213,425.0,13399.03921752644,452.0,0,0,0,0,0
1,1,4.0,5.0,8.0,6.0,15.0,90.0,1,1,1,0,,42.157,6.699574718241761,0.1095494216543243,110.0,0.601977425693506,37.0,0.5681151544977278,16.0,1.311416453662265,17.0,0.8329555566449584,5.0,0.1964914178004921,23.0,5.088364417881627,42.0,0.40397350993377484,360.0,450.0,15.0,0.07362170020045891,4.51085950651685,2.0411650959371546,3.7648446291696365,30.935644770199286,192.5,5955.111618263362,208.0,0,0,0,0,0
1,0,4.0,10.0,20.0,8.0,3.0,22.0,0,0,0,0,,50.946,2.44074910241188,0.0989473603816921,142.0,0.6077150908310768,62.0,0.6173297645718273,20.0,0.3290326866051206,74.0,2.0832634559367755,11.0,0.5346105379488431,35.0,2.4962462509231447,22.0,2.6129032258064515,88.0,220.0,2.0,0.10611952619182087,3.1354942159291497,1.2356892100075676,3.9502047174681985,32.03544115950014,331.0,10603.731023794546,344.0,0,0,0,0,0
1,1,2.0,2.0,60.0,4.0,5.0,22.0,0,0,0,0,,38.239,4.844897245825004,0.1446252794333038,75.0,0.6418370847924162,35.0,0.5696396859678009,10.0,0.8944871952221576,31.0,1.061857611424201,7.0,0.1514562078101606,41.0,4.004567351819027,18.0,0.803921568627451,44.0,44.0,7.333333333333333,0.2106477063402176,3.1354942159291497,1.76556901492776,3.6696711501726385,30.512616420917123,172.5,5263.426332608204,199.0,0,0,0,0,0
